companyname,stateincorp,ticker,year,sic,totalassets,costofgoodssold,netincome,sale,advertising,sellingadmin,mktvalue,commonequity,totalliability
HAWAIIAN HOLDINGS INC,DE,HA,2017,4512,2859.831,1798.813,364.041,2695.628,16.6,276.316,2039.2441,965.942,1893.889
SYSTEMAX INC,DE,SYX,2008,5090,703.263,2558.429,52.843,3032.961,40,380.778,390.1325,333.955,369.308
SYSTEMAX INC,DE,SYX,2009,5090,816.901,2693.394,46.185,3165.995,38.9,380.857,572.6452,364.685,452.216
SYSTEMAX INC,DE,SYX,2010,5090,894.1,3079.562,42.551,3589.989,31.7,422.913,518.2455,409.268,484.832
SYSTEMAX INC,DE,SYX,2011,5090,889.662,3133.906,54.408,3682.039,40.2,455.747,597.3076,454.292,435.37
SYSTEMAX INC,DE,SYX,2012,5090,962.3,3038.5,-8.3,3544.6,57.7,483.9,352.7558,446.3,516
SYSTEMAX INC,DE,SYX,2013,5090,942.4,2846.3,-43.8,3352.3,60.1,492.4,413.2013,406.2,536.2
SYSTEMAX INC,DE,SYX,2014,5090,894.9,2932.8,-37.5,3442.8,66.1,494.3,496.908,359.6,535.3
SYSTEMAX INC,DE,SYX,2015,5090,710.1,1500.2,-99.8,1854.7,74.4,338.5,317.1078,253.9,456.2
SYSTEMAX INC,DE,SYX,2016,5090,566.1,1344.6,-32.6,1680.1,71.4,318,323.8235,214.4,351.7
SYSTEMAX INC,DE,SYX,2017,5090,551.4,909.1,40.4,1265.4,67,279.8,1234.1174,211.8,339.6
CICERO INC,DE,CICN,2008,7371,1.194,1.234,-0.823,3.452,0.242,2.868,6.9963,-7.082,8.276
CICERO INC,DE,CICN,2009,7371,0.621,1.398,-1.28,2.498,0.275,3.053,4.2388,-7.926,8.547
CICERO INC,DE,CICN,2010,7371,4.761,1.036,-0.459,2.976,0.439,4.114,2.873,-6.664,11.425
CICERO INC,DE,CICN,2011,7371,5.042,1.155,-2.97,3.254,0.395,4.051,2.3723,-9.623,14.665
CICERO INC,DE,CICN,2012,7371,4.512,1.1,-0.188,5.997,0.506,4.322,3.9981,-5.489,10.001
CICERO INC,DE,CICN,2013,7371,4.199,1.047,-3.206,2.192,0.388,3.75,1.5445,-8.603,12.802
CICERO INC,DE,CICN,2014,7371,2.964,0.741,-3.927,1.903,0.218,3.329,1.5453,-12.586,15.55
CICERO INC,DE,CICN,2015,7371,3.169,0.674,-2.843,1.943,0.217,3.676,4.0373,-7.277,10.446
CICERO INC,DE,CICN,2016,7371,0.412,0.577,-3.908,1.251,0.117,2.556,1.2112,-11.133,11.545
CICERO INC,DE,CICN,2017,7371,0.339,0.558,-2.114,1.318,0.091,2.5,1.6633,-5.812,6.151
ASTEA INTERNATIONAL INC,DE,ATEA,2008,7372,15.166,11.759,-3.135,23.851,0.117,12.062,7.3212,7.164,7.994
ASTEA INTERNATIONAL INC,DE,ATEA,2009,7372,14.27,10.18,-0.899,20.103,0.091,8.543,11.9059,6.478,7.784
ASTEA INTERNATIONAL INC,DE,ATEA,2010,7372,14.3,10.91,-1.57,21.386,0.158,9.908,9.6341,4.849,9.443
ASTEA INTERNATIONAL INC,DE,ATEA,2011,7372,16.728,12.911,0.673,26.587,0.173,10.854,11.9495,5.452,11.268
ASTEA INTERNATIONAL INC,DE,ATEA,2012,7372,14.705,13.82,-0.238,26.39,0.242,11.152,9.6132,5.141,9.556
ASTEA INTERNATIONAL INC,DE,ATEA,2013,7372,13.9,12.117,-2.996,20.337,0.202,8.655,9.1469,1.821,12.071
ASTEA INTERNATIONAL INC,DE,ATEA,2014,7372,12.665,11.375,-3.447,20.734,0.353,8.785,6.2773,0.205,12.444
ASTEA INTERNATIONAL INC,DE,ATEA,2015,7372,11.421,13.188,-4.366,22.957,0.393,8.825,8.0708,-4.553,15.958
ASTEA INTERNATIONAL INC,DE,ATEA,2016,7372,10.934,14.536,0.41,25.798,0.282,8.299,6.2895,-4.226,15.144
ASTEA INTERNATIONAL INC,DE,ATEA,2017,7372,13.569,15.785,0.099,26.334,0.325,7.872,10.2429,-4.855,18.408
CRAFT BREW ALLIANCE INC,WA,BREW,2008,2082,147.805,60.172,-33.278,79.761,1.8,18.85,20.3376,79.281,68.524
CRAFT BREW ALLIANCE INC,WA,BREW,2009,2082,141.585,88.036,0.887,123.109,6.6,25.188,40.9776,80.632,60.953
CRAFT BREW ALLIANCE INC,WA,BREW,2010,2082,158.266,91.02,1.686,131.731,9.5,29.938,139.0724,94.196,64.07
CRAFT BREW ALLIANCE INC,WA,BREW,2011,2082,158.908,96.807,9.651,149.197,11.9,39.742,113.4469,104.509,54.399
CRAFT BREW ALLIANCE INC,WA,BREW,2012,2082,165.664,111.892,2.526,169.287,12.4,44.89,122.3035,108.195,57.469
CRAFT BREW ALLIANCE INC,WA,BREW,2013,2082,170.286,120.755,1.959,179.18,12.4,46.461,311.5202,111.232,59.054
CRAFT BREW ALLIANCE INC,WA,BREW,2014,2082,178.601,132.664,3.077,200.022,15,53,254.9941,115.417,63.184
CRAFT BREW ALLIANCE INC,WA,BREW,2015,2082,190.334,132.25,2.218,204.168,16.2,57.932,160.5282,118.738,71.596
CRAFT BREW ALLIANCE INC,WA,BREW,2016,2082,202.549,132.046,-0.32,202.507,14.6,59.224,325.5109,119.661,82.888
CRAFT BREW ALLIANCE INC,WA,BREW,2017,2082,209.637,131.741,9.523,205.756,14.8,60.97,370.752,130.791,78.846
BALLANTYNE STRONG INC,DE,BTN,2008,3861,51.113,44.676,-3.034,54.815,0.833,10.815,17.2557,38.835,12.278
BALLANTYNE STRONG INC,DE,BTN,2009,3861,60.21,56.178,2.071,72.146,0.772,10.662,52.7571,42.518,17.692
BALLANTYNE STRONG INC,DE,BTN,2010,3861,92.031,110.277,8.433,136.335,0.8,12.891,111.212,52.377,39.654
BALLANTYNE STRONG INC,DE,BTN,2011,3861,113.456,152.72,10.347,184.433,0.9,15.041,59.3541,63.223,50.233
BALLANTYNE STRONG INC,DE,BTN,2012,3861,99.546,145.29,5.542,169.084,0.7,15.923,46.3683,66.916,32.63
BALLANTYNE STRONG INC,DE,BTN,2013,3861,95.444,85.265,0.163,103.61,0.5,14.745,65.4636,66.456,28.988
BALLANTYNE STRONG INC,DE,BTN,2014,3861,90.07,74.926,-0.004,95.086,0.5,19.975,58.2829,65.462,24.608
BALLANTYNE STRONG INC,DE,BTN,2015,3861,66.864,70.864,-17.467,92.829,0.6,19.39,65.4205,44.512,22.352
BALLANTYNE STRONG INC,DE,BTN,2016,3861,62.439,52.898,-0.408,76.254,0.6,16.551,114.144,45.154,17.285
BALLANTYNE STRONG INC,DE,BTN,2017,3861,59.014,51.572,-3.617,72.646,0.6,21.538,67.0623,44.122,14.892
CRAY INC,WA,CRAY,2008,3571,313.891,163.003,-31.346,282.853,0.973,93.505,69.6946,118.189,195.702
CRAY INC,WA,CRAY,2009,3571,223.66,170.863,-0.604,284.047,0.853,106.127,225.862,124.163,99.497
CRAY INC,WA,CRAY,2010,3571,260.628,201.131,15.062,319.388,0.8,92.47,258.6076,145.821,114.807
CRAY INC,WA,CRAY,2011,3571,283.099,134.08,14.329,236.046,0.6,91.426,237.8566,166.814,116.285
CRAY INC,WA,CRAY,2012,3571,510.314,262.48,161.241,421.058,1.2,121.291,628.9883,340.546,169.768
CRAY INC,WA,CRAY,2013,3571,603.366,328.323,32.223,525.749,2.2,162.676,1111.3062,375.587,227.779
CRAY INC,WA,CRAY,2014,3571,651.434,364.392,62.323,561.606,2.9,175.214,1407.5426,453.854,197.58
CRAY INC,WA,CRAY,2015,3571,694.175,485.706,27.537,724.689,2.3,184.679,1320.5203,492.51,201.665
CRAY INC,WA,CRAY,2016,3571,714.572,397.094,10.615,629.809,3.2,208.776,843.6699,525.476,189.096
CRAY INC,WA,CRAY,2017,3571,618.757,247.405,-133.829,392.509,3.4,187.284,979.253,400.297,218.46
RCI HOSPITALITY HLDGS INC,TX,RICK,2008,5810,137.069,20.962,7.661,59.929,2.558,22.706,86.2196,63.003,56.772
RCI HOSPITALITY HLDGS INC,TX,RICK,2009,5810,145.077,25.004,5.208,75.15,8.092,33.528,76.368,70.092,64.762
RCI HOSPITALITY HLDGS INC,TX,RICK,2010,5810,148.371,28.099,-7.958,82.987,6.74,36.919,71.0965,69.939,70.752
RCI HOSPITALITY HLDGS INC,TX,RICK,2011,5810,153.377,28.756,7.846,83.491,3.471,32.037,63.8666,76.913,71.569
RCI HOSPITALITY HLDGS INC,TX,RICK,2012,5810,192.393,33.816,7.578,95.22,4.046,36.643,79.3555,84.306,104.574
RCI HOSPITALITY HLDGS INC,TX,RICK,2013,5810,223.1,40.144,9.191,112.208,4.611,43.748,112.0522,93.781,126.018
RCI HOSPITALITY HLDGS INC,TX,RICK,2014,5810,239.142,44.891,11.24,129.174,5.578,52.823,110.9383,110.289,125.843
RCI HOSPITALITY HLDGS INC,TX,RICK,2015,5810,270.812,53.356,9.312,144.667,5.61,57.509,107.1697,122.623,142.326
RCI HOSPITALITY HLDGS INC,TX,RICK,2016,5810,276.488,58.003,11.089,134.86,5.374,43.075,113.0862,127.558,146.346
RCI HOSPITALITY HLDGS INC,TX,RICK,2017,5810,299.884,60.75,8.259,144.896,6.704,46.775,240.5453,132.745,164.659
POOL CORP,DE,POOL,2008,5090,830.906,1255.323,56.956,1783.683,7.139,399.752,866.4954,241.734,589.172
POOL CORP,DE,POOL,2009,5090,743.099,1079.192,19.202,1539.794,4.99,361.284,934.7674,252.187,490.912
POOL CORP,DE,POOL,2010,5090,728.545,1131.648,57.638,1613.746,5.534,370.017,1110.7487,285.182,443.363
POOL CORP,DE,POOL,2011,5090,798.622,1250.748,71.993,1793.318,5.484,404.973,1425.7467,279.746,518.876
POOL CORP,DE,POOL,2012,5090,780.576,1374.079,81.972,1953.974,6.248,415.592,1959.5853,281.623,498.953
POOL CORP,DE,POOL,2013,5090,823.761,1474.239,97.33,2079.7,5.917,425.791,2638.3351,286.182,537.579
POOL CORP,DE,POOL,2014,5090,892.937,1587.882,110.692,2246.562,6.894,454.47,2760.3378,244.352,645.472
POOL CORP,DE,POOL,2015,5090,936.031,1670.724,128.275,2363.139,7.127,459.422,3450.1946,255.743,677.623
POOL CORP,DE,POOL,2016,5090,994.095,1808.366,148.955,2570.803,7.011,484.615,4287.3306,205.21,786.598
POOL CORP,DE,POOL,2017,5090,1101.062,1957.766,191.633,2788.188,7.477,520.918,5213.4858,223.146,877.916
RADISYS CORP,OR,RSYS,2008,3577,309.026,255.908,-65.95,372.584,1.6,100.162,127.3725,157.468,151.558
RADISYS CORP,OR,RSYS,2009,3577,277.034,198.685,-42.567,304.273,1.5,86.991,228.0158,129.717,147.317
RADISYS CORP,OR,RSYS,2010,3577,240.928,185.905,-0.369,284.311,2.1,84.21,216.7239,137.394,103.534
RADISYS CORP,OR,RSYS,2011,3577,294.492,219.933,-4.225,330.865,2.2,97.347,141.4219,164.037,130.455
RADISYS CORP,OR,RSYS,2012,3577,232.394,181.331,-43.474,286.096,2.1,95.139,84.8436,125.442,106.952
RADISYS CORP,OR,RSYS,2013,3577,176.185,156.975,-49.404,237.863,2,87.51,66.8634,81.136,95.049
RADISYS CORP,OR,RSYS,2014,3577,160.72,127.777,-27.581,192.742,1.1,67.82,85.4849,77.776,82.944
RADISYS CORP,OR,RSYS,2015,3577,167.069,119.003,-14.678,184.593,0.9,56.157,102.3764,65.917,101.152
RADISYS CORP,OR,RSYS,2016,3577,128.185,144.088,-10.251,212.392,1.1,57.79,170.648,56.556,71.629
RADISYS CORP,OR,RSYS,2017,3577,66.029,89.04,-52.604,133.768,1.1,56.208,39.4764,6.55,59.479
HENRY SCHEIN INC,DE,HSIC,2008,5047,3599.634,4437.136,243.143,6394.874,18.8,1441.695,3278.3249,1932.185,1599.669
HENRY SCHEIN INC,DE,HSIC,2009,5047,3835.985,4544.516,311.153,6538.336,12.4,1449.715,4767.1906,2161.479,1495.907
HENRY SCHEIN INC,DE,HSIC,2010,5047,4547.471,5259.614,325.789,7526.79,12.7,1637.46,5644.1352,2411.625,1830.374
HENRY SCHEIN INC,DE,HSIC,2011,5047,4740.144,6000.187,367.661,8530.242,13.1,1835.906,5794.061,2432.222,1904.471
HENRY SCHEIN INC,DE,HSIC,2012,5047,5333.997,6311.654,388.076,8939.967,10.4,1873.36,7064.9774,2613.585,2282.958
HENRY SCHEIN INC,DE,HSIC,2013,5047,5624.636,6782.533,431.554,9560.647,12.2,1978.96,9783.1697,2785.197,2339.096
HENRY SCHEIN INC,DE,HSIC,2014,5047,6138.807,7312.875,466.077,10371.39,18.4,2196.173,11437.8254,2813.594,2757.835
HENRY SCHEIN INC,DE,HSIC,2015,5047,6504.74,7465.36,479.058,10629.719,19.2,2243.356,13037.2289,2884.256,3075.732
HENRY SCHEIN INC,DE,HSIC,2016,5047,6730.396,8176.699,506.778,11571.668,18.4,2416.504,12046.2291,2793.066,3321.956
HENRY SCHEIN INC,DE,HSIC,2017,5047,7811.235,8878.64,406.299,12461.543,15.7,2534.409,10739.8572,2811.499,4154.687
NA,NA,PNTR,2008,7389,102.599,43.493,2.373,76.655,0.48,17.756,19.4873,NA,NA
NA,NA,PNTR,2009,7389,96.973,35.042,-2.107,65.325,0.392,17.854,30.1816,NA,NA
NA,NA,PNTR,2010,7389,103.43,42.623,1.13,73.863,0.653,19.035,28.8168,NA,NA
NA,NA,PNTR,2011,7389,89.338,52.358,-8.527,85.918,0.822,22.978,16.5726,NA,NA
NA,NA,PNTR,2012,7389,96.285,53.527,0.838,84.832,1.071,21.015,13.9456,NA,NA
NA,NA,PNTR,2013,7389,113.227,63.177,6.32,97.857,1.365,24.181,65.9014,NA,NA
NA,NA,PNTR,2014,7389,111.004,65.967,13.453,105.29,1.302,26.492,62.9729,NA,NA
NA,NA,PNTR,2015,7389,103.438,63.518,3.945,100.924,1.78,26.465,48.5006,NA,NA
NA,NA,PNTR,2016,7389,76.881,30.443,3.444,64.353,0.577,24.447,53.5432,NA,NA
NA,NA,PNTR,2017,7389,94.464,35.526,16.518,78.155,1.459,29.364,149.8974,NA,NA
ESTEE LAUDER COMPANIES INC,DE,EL,2008,2844,5011.2,1748.9,473.8,7910.8,2034.6,5102.9,9053.4302,1653.2,3331.4
ESTEE LAUDER COMPANIES INC,DE,EL,2009,2844,5176.6,1623.1,218.4,7331.9,1878.8,4883.9,6425.993,1640,3512.6
ESTEE LAUDER COMPANIES INC,DE,EL,2010,2844,5335.6,1560.6,478.3,7811.5,2015.9,5067,11019.1585,1948.4,3370.2
ESTEE LAUDER COMPANIES INC,DE,EL,2011,2844,6273.9,1633,700.8,8814.6,2345.8,5696.7,20751.9884,2629.4,3626.9
ESTEE LAUDER COMPANIES INC,DE,EL,2012,2844,6593,1693.5,856.9,9715.7,2655.7,6324.8,21047.1598,2733.2,3845.5
ESTEE LAUDER COMPANIES INC,DE,EL,2013,2844,7145.2,1682.4,1019.8,10183.2,2798,6604.7,25518.3654,3286.9,3843.3
ESTEE LAUDER COMPANIES INC,DE,EL,2014,2844,7868.8,1767.7,1204.1,10968.7,2840,6947.6,28433.0401,3854.9,3999.4
ESTEE LAUDER COMPANIES INC,DE,EL,2015,2844,8239.2,1686.9,1088.9,10780.4,2771.5,7060.9,32487.2741,3643.2,4584.9
ESTEE LAUDER COMPANIES INC,DE,EL,2016,2844,9223.3,1763.9,1114.6,11263.7,2820.7,7329.6,33473.5152,3571.9,5636
ESTEE LAUDER COMPANIES INC,DE,EL,2017,2844,11568,1959,1249,11826,2908,7515,35330.6219,4384,7166
WATERS CORP,DE,WAT,2008,3826,1622.898,630.885,322.479,1575.124,9,508.287,3587.7052,661.005,961.893
WATERS CORP,DE,WAT,2009,3826,1907.931,573.736,323.313,1498.7,10,487.857,5831.5513,848.949,1058.982
WATERS CORP,DE,WAT,2010,3826,2327.67,629.288,381.763,1643.371,10,523.73,7137.5081,1068.797,1258.873
WATERS CORP,DE,WAT,2011,3826,2723.234,703.695,432.968,1851.184,11,574.358,6590.1538,1226.578,1496.656
WATERS CORP,DE,WAT,2012,3826,3168.15,680.709,461.443,1843.641,13,566.947,7526.2968,1467.357,1700.793
WATERS CORP,DE,WAT,2013,3826,3582.629,713.679,450.003,1904.218,11,584.002,8481.9,1763.173,1819.456
WATERS CORP,DE,WAT,2014,3826,3877.934,741.316,431.62,1989.344,12,602.736,9372.3298,1894.666,1983.268
WATERS CORP,DE,WAT,2015,3826,4268.677,762.808,469.053,2042.332,11,606.837,10964.5018,2058.851,2209.826
WATERS CORP,DE,WAT,2016,3826,4662.059,804.893,521.503,2167.423,11,624.277,10754.291,2301.949,2360.11
WATERS CORP,DE,WAT,2017,3826,5324.354,847.808,20.311,2309.078,6,657.069,15327.115,2233.788,3090.566
LEARNING TREE INTL INC,DE,LTRE,2008,8200,172.424,70.084,13.8,181.278,1.021,86.784,206.1347,86.398,86.026
LEARNING TREE INTL INC,DE,LTRE,2009,8200,136.82,53.002,1.203,132.559,0.759,65.1,158.8108,62.862,73.958
LEARNING TREE INTL INC,DE,LTRE,2010,8200,100.173,53.284,4.388,127.47,0.731,61.801,136.7414,34.772,65.401
LEARNING TREE INTL INC,DE,LTRE,2011,8200,102.152,56.834,3.242,133.782,0.913,66.894,99.6098,37.751,64.401
LEARNING TREE INTL INC,DE,LTRE,2012,8200,89.046,57.794,-11.911,129.047,1.399,71.675,67.0608,24.506,64.54
LEARNING TREE INTL INC,DE,LTRE,2013,8200,68.962,56.87,-8.719,116.81,1.057,59.573,51.9428,15.661,53.301
LEARNING TREE INTL INC,DE,LTRE,2014,8200,66.2,60.8,0.001,118.248,0.814,56.77,30.9418,15.797,50.403
LEARNING TREE INTL INC,DE,LTRE,2015,8200,43.921,51.412,-12.573,94.884,0.612,48.766,16.53,3.047,40.874
LEARNING TREE INTL INC,DE,LTRE,2016,8200,31.607,47.257,-12.696,81.587,0.383,41.996,24.1999,-9.789,41.396
LEARNING TREE INTL INC,DE,LTRE,2017,8200,26.263,38.353,-2.137,70.663,0.234,31.195,39.672,-11.822,38.085
CITRIX SYSTEMS INC,DE,CTXS,2008,7372,2694.306,74.15,178.276,1583.354,84.6,1214.357,4243.9199,1917.865,776.441
CITRIX SYSTEMS INC,DE,CTXS,2009,7372,3091.147,69.705,191.017,1614.088,99.2,1195.263,7598.3605,2188.507,902.64
CITRIX SYSTEMS INC,DE,CTXS,2010,7372,3703.6,99.541,277.065,1874.662,123,1313.276,12826.1909,2552.991,1143.012
CITRIX SYSTEMS INC,DE,CTXS,2011,7372,4099.541,139.332,356.322,2206.392,130.8,1484.215,11282.6261,2730.49,1369.051
CITRIX SYSTEMS INC,DE,CTXS,2012,7372,4796.402,218.613,352.547,2586.123,137.5,1753.059,12227.762,3121.777,1674.625
CITRIX SYSTEMS INC,DE,CTXS,2013,7372,5212.249,276.963,339.523,2918.434,146.5,1992.954,11593.0293,3319.807,1892.442
CITRIX SYSTEMS INC,DE,CTXS,2014,7372,5512.007,335.847,251.723,3142.856,150.1,2132.577,10257.5088,2173.645,3338.362
CITRIX SYSTEMS INC,DE,CTXS,2015,7372,5481.438,330.217,319.361,3275.594,144.1,2102.384,11636.2561,1973.446,3507.992
CITRIX SYSTEMS INC,DE,CTXS,2016,7372,6390.227,339.676,536.112,3418.265,155.8,2052.247,13959.0637,2608.727,3702.005
CITRIX SYSTEMS INC,DE,CTXS,2017,7372,5820.176,286.821,-20.719,2824.686,85.6,1723.864,12646.216,992.461,4827.715
NUANCE COMMUNICATIONS INC,DE,NUAN,2008,7372,2846.199,273.881,-30.068,868.462,20.9,438.804,2796.0203,1420.277,1421.291
NUANCE COMMUNICATIONS INC,DE,NUAN,2009,7372,3499.614,302.346,-12.202,950.352,15.8,435.025,4142.9476,1998.807,1496.176
NUANCE COMMUNICATIONS INC,DE,NUAN,2010,7372,3769.699,340.033,-19.099,1118.948,21.1,540.34,4659.938,2292.565,1472.503
NUANCE COMMUNICATIONS INC,DE,NUAN,2011,7372,4095.293,417.11,38.238,1318.741,30.6,633.419,6279.0597,2488.74,1601.922
NUANCE COMMUNICATIONS INC,DE,NUAN,2012,7372,5799.04,513.162,207.135,1651.509,40.5,757.964,7767.4223,2723.645,3052.334
NUANCE COMMUNICATIONS INC,DE,NUAN,2013,7372,5958.603,663.149,-115.238,1855.279,52.1,888.919,5895.6695,2638.014,3320.589
NUANCE COMMUNICATIONS INC,DE,NUAN,2014,7372,5820.284,731.627,-150.343,1923.451,49.4,947.75,4946.2111,2581.992,3238.292
NUANCE COMMUNICATIONS INC,DE,NUAN,2015,7372,5585.345,703.864,-115.01,1931.136,32.1,903.67,5071.115,2265.252,3320.093
NUANCE COMMUNICATIONS INC,DE,NUAN,2016,7372,5661.47,706.047,-12.458,1948.903,27.8,830.469,4170.6785,1931.33,3730.14
NUANCE COMMUNICATIONS INC,DE,NUAN,2017,7372,5931.923,733.282,-150.996,1939.362,22.8,830.904,4561.7396,1931.382,4000.541
SMITH-MIDLAND CORP,DE,SMID,2008,3272,15.551,22.109,0.421,29.856,0.333,5.718,2.6854,6.567,8.984
SMITH-MIDLAND CORP,DE,SMID,2009,3272,15.355,20.182,1.809,29.515,0.336,5.514,8.8112,8.487,6.868
SMITH-MIDLAND CORP,DE,SMID,2010,3272,18.123,21.947,2.411,31.71,0.373,5.163,8.1603,10.959,7.164
SMITH-MIDLAND CORP,DE,SMID,2011,3272,17.528,21.382,-0.352,26.697,0.346,5.211,6.699,10.73,6.798
SMITH-MIDLAND CORP,DE,SMID,2012,3272,16.818,18.772,0.377,24.893,0.404,4.868,9.4265,10.866,5.952
SMITH-MIDLAND CORP,DE,SMID,2013,3272,18.657,20.504,0.692,27.711,0.53,5.411,10.4082,11.418,7.239
SMITH-MIDLAND CORP,DE,SMID,2014,3272,16.298,17.989,-0.805,22.471,0.512,5.198,10.6502,10.474,5.824
SMITH-MIDLAND CORP,DE,SMID,2015,3272,18.85,21.426,1.044,29.204,0.399,5.534,15.9055,11.39,7.46
SMITH-MIDLAND CORP,DE,SMID,2016,3272,24.052,28.88,2.835,40.05,0.401,6.012,26.4344,14.243,9.809
SMITH-MIDLAND CORP,DE,SMID,2017,3272,29.225,29.21,2.684,41.717,0.404,7.866,34.5788,17.205,12.02
MSC INDUSTRIAL DIRECT  -CL A,NY,MSM,2008,5084,1102.726,930.053,196.243,1779.841,21.369,502.984,3159.1879,711.612,391.114
MSC INDUSTRIAL DIRECT  -CL A,NY,MSM,2009,5084,1157.547,774.723,125.122,1489.518,22.225,483.127,2474.8274,805.536,352.011
MSC INDUSTRIAL DIRECT  -CL A,NY,MSM,2010,5084,1153.323,899.053,150.373,1692.041,17.193,525.12,2797.9709,899.88,253.443
MSC INDUSTRIAL DIRECT  -CL A,NY,MSM,2011,5084,1244.423,1051.708,218.786,2021.792,14.219,587.612,3872.9377,993.112,251.311
MSC INDUSTRIAL DIRECT  -CL A,NY,MSM,2012,5084,1444.876,1242.992,259.031,2355.918,14.09,662.532,4352.04,1187.111,257.765
MSC INDUSTRIAL DIRECT  -CL A,NY,MSM,2013,5084,1943.003,1289.905,237.995,2457.649,11.505,717.109,4821.06,1390.383,552.62
MSC INDUSTRIAL DIRECT  -CL A,NY,MSM,2014,5084,2060.747,1436.286,236.067,2787.122,20.799,885.723,5554.3367,1398.563,662.184
MSC INDUSTRIAL DIRECT  -CL A,NY,MSM,2015,5084,2101.206,1524.425,231.308,2910.379,24.101,932.539,4173.63,1332.87,768.336
MSC INDUSTRIAL DIRECT  -CL A,NY,MSM,2016,5084,2064.951,1503.117,231.216,2863.505,19.242,912.898,4132.6762,1098.376,966.575
MSC INDUSTRIAL DIRECT  -CL A,NY,MSM,2017,5084,2098.912,1538.918,231.431,2887.744,16.289,906.245,3884.281,1225.14,873.772
STAR GROUP LP,DE,SGU,2008,5900,605.433,1257.849,-13.408,1543.093,7.2,229.688,168.2183,199.977,405.456
STAR GROUP LP,DE,SGU,2009,5900,664.126,875.755,131.038,1206.813,8.4,245.22,272.7473,306.334,357.792
STAR GROUP LP,DE,SGU,2010,5900,582.508,904.047,28.32,1212.776,9.6,240.022,317.9497,279.911,302.597
STAR GROUP LP,DE,SGU,2011,5900,626.129,1237.341,24.344,1591.31,9.5,271.471,318.353,272.633,353.496
STAR GROUP LP,DE,SGU,2012,5900,639.347,1199.811,25.989,1497.588,9.6,235.665,263.5286,260.145,379.202
STAR GROUP LP,DE,SGU,2013,5900,632.504,1388.668,29.906,1741.796,10.5,268.566,283.9726,259.281,373.223
STAR GROUP LP,DE,SGU,2014,5900,685.107,1555.3,36.084,1961.724,12.5,304.438,327.7826,273.245,411.862
STAR GROUP LP,DE,SGU,2015,5900,707.032,1203.588,37.556,1674.291,14.5,334.933,486.3242,289.886,417.146
STAR GROUP LP,DE,SGU,2016,5900,692.97,768.841,44.934,1161.338,14.9,299.859,539.3096,301.493,391.477
STAR GROUP LP,DE,SGU,2017,5900,673.917,915.056,26.9,1323.555,15.1,331.532,634.3175,306.068,367.849
INTEGRATED BIOPHARMA INC,DE,INBP,2008,2834,31.357,39.802,-18.167,49.94,3.582,23.169,36.735,6,20.494
INTEGRATED BIOPHARMA INC,DE,INBP,2009,2834,16.483,29.077,-18.176,39.367,4.343,14.226,2.6221,-2.446,18.929
INTEGRATED BIOPHARMA INC,DE,INBP,2010,2834,13.848,28.75,-5.535,37.019,3.173,11.363,2.0569,-5.696,19.544
INTEGRATED BIOPHARMA INC,DE,INBP,2011,2834,13.65,21.043,-2.281,25.133,3.105,3.448,1.9836,-7.695,21.345
INTEGRATED BIOPHARMA INC,DE,INBP,2012,2834,11.877,28.498,-2.713,36.604,1.581,8.113,1.8129,-10.383,22.26
INTEGRATED BIOPHARMA INC,DE,INBP,2013,2834,12.611,27.833,0.093,33.623,0.278,4.248,3.162,-10.29,22.901
INTEGRATED BIOPHARMA INC,DE,INBP,2014,2834,11.583,28.547,0.131,33.683,0.004,3.394,5.2763,-10.155,21.738
INTEGRATED BIOPHARMA INC,DE,INBP,2015,2834,11.623,32.827,0.735,37.488,0.038,3.323,1.7939,-9.316,20.939
INTEGRATED BIOPHARMA INC,DE,INBP,2016,2834,14.085,36.464,0.958,42.214,0.029,2.882,2.3216,-8.327,22.412
INTEGRATED BIOPHARMA INC,DE,INBP,2017,2834,15.196,39.894,2.346,46.954,0.022,3.48,4.0157,-5.929,21.125
ACACIA DIVERSIFIED HLDGS INC,TX,ACCA,2008,2834,1.388,0.935,-0.91,0.999,0.023,0.701,6.0315,0.357,1.031
ACACIA DIVERSIFIED HLDGS INC,TX,ACCA,2009,2834,1.543,0.868,-0.275,1.412,0.06,0.652,0.1208,0.265,1.278
ACACIA DIVERSIFIED HLDGS INC,TX,ACCA,2010,2834,1.31,1.299,-0.217,1.757,0.071,0.803,2.4282,0.212,1.098
ACACIA DIVERSIFIED HLDGS INC,TX,ACCA,2011,2834,1.031,0,-0.456,0,0.066,0.842,22.7791,-0.181,1.212
ACACIA DIVERSIFIED HLDGS INC,TX,ACCA,2012,2834,0.227,0,0.187,0,0.006,0.698,0.1388,0.054,0.173
ACACIA DIVERSIFIED HLDGS INC,TX,ACCA,2013,2834,0.785,0.19,-0.683,0.148,0.01,0.573,5.9986,-0.405,1.19
ACACIA DIVERSIFIED HLDGS INC,TX,ACCA,2014,2834,1.004,0.737,-0.152,1.413,0.001,0.74,1.7192,-0.357,1.361
ACACIA DIVERSIFIED HLDGS INC,TX,ACCA,2015,2834,0.237,0,0.528,0,0,0.926,3.8865,0.23,0.007
ACACIA DIVERSIFIED HLDGS INC,TX,ACCA,2016,2834,0.685,0.169,-1.785,0.311,0.015,1.807,25.398,0.29,0.395
ACACIA DIVERSIFIED HLDGS INC,TX,ACCA,2017,2834,0.607,0.168,-1.834,0.478,0.009,1.628,10.3486,-0.485,1.092
